incidntnum,category,descript,dayofweek,date,time,pddistrict,resolution,address,x,y,location,pdid
30325834,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Wednesday,03/19/2003,01:06:00,MISSION,"ARREST, BOOKED",3100 Block of CESAR CHAVEZ ST,-122.412594354828,37.7481660056223,"(37.7481660056223, -122.412594354828)",3032583427130
150119979,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,02/08/2015,03:26:00,INGLESIDE,"ARREST, BOOKED",MISSION ST / COLLEGE AV,-122.424702079332,37.7353699090873,"(37.7353699090873, -122.424702079332)",15011997965015
130507219,OTHER OFFENSES,RESISTING ARREST,Thursday,06/20/2013,15:22:00,CENTRAL,"ARREST, CITED",200 Block of SACRAMENTO ST,-122.39840549202,37.7944120086129,"(37.7944120086129, -122.39840549202)",13050721927170
40459865,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,04/21/2004,11:00:00,INGLESIDE,NONE,600 Block of 28TH ST,-122.436796627403,37.7447510901057,"(37.7447510901057, -122.436796627403)",4045986571010
70067529,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Friday,01/05/2007,12:00:00,INGLESIDE,NONE,1600 Block of BURROWS ST,-122.41941248624,37.7248875198607,"(37.7248875198607, -122.41941248624)",7006752909020
106103162,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,08/19/2010,14:05:00,BAYVIEW,NONE,1300 Block of REVERE AV,-122.385545453301,37.728979731984,"(37.728979731984, -122.385545453301)",10610316206372
120276214,ASSAULT,BATTERY WITH SERIOUS INJURIES,Saturday,04/07/2012,03:05:00,PARK,"ARREST, BOOKED",500 Block of CENTRAL AV,-122.444568876114,37.7746181158166,"(37.7746181158166, -122.444568876114)",12027621404136
170096642,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,02/03/2017,15:00:00,MISSION,NONE,400 Block of CASTRO ST,-122.43515009981229,37.761759724359806,"(37.761759724359806, -122.43515009981229)",17009664206361
40822096,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,07/19/2004,13:00:00,TENDERLOIN,"ARREST, CITED",EDDY ST / HYDE ST,-122.415885065795,37.7835160563924,"(37.7835160563924, -122.415885065795)",4082209665016
100487776,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,05/07/2010,20:30:00,SOUTHERN,NONE,400 Block of MINNA ST,-122.407387172098,37.7810688918781,"(37.7810688918781, -122.407387172098)",10048777606301
160459555,ROBBERY,ROBBERY OF A SERVICE STATION WITH A GUN,Sunday,06/05/2016,18:35:00,TARAVAL,NONE,1100 Block of JUNIPERO SERRA BL,-122.4723890410333,37.7175010456614,"(37.7175010456614, -122.4723890410333)",16045955503031
120107590,LARCENY/THEFT,GRAND THEFT BICYCLE,Friday,02/03/2012,19:00:00,RICHMOND,NONE,600 Block of 25TH AV,-122.484595739169,37.7772129804302,"(37.7772129804302, -122.484595739169)",12010759006314
100847910,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,09/13/2010,00:01:00,MISSION,NONE,100 Block of GRANDVIEW AV,-122.440411847156,37.7554456064661,"(37.7554456064661, -122.440411847156)",10084791028150
30802688,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,07/05/2003,16:00:00,NORTHERN,NONE,FRANKLIN ST / ELLIS ST,-122.422654162991,37.7836201224122,"(37.7836201224122, -122.422654162991)",3080268806243
60098528,NON-CRIMINAL,TARASOFF REPORT,Thursday,01/26/2006,09:15:00,TENDERLOIN,NONE,300 Block of EDDY ST,-122.413790972781,37.7838365565348,"(37.7838365565348, -122.413790972781)",6009852815095
130149833,MISSING PERSON,MISSING JUVENILE,Wednesday,02/20/2013,09:00:00,PARK,LOCATED,100 Block of BELVEDERE ST,-122.449328648219,37.7677738874748,"(37.7677738874748, -122.449328648219)",13014983374010
41322974,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,11/18/2004,17:00:00,CENTRAL,NONE,900 Block of MASON ST,-122.410845624227,37.7923158747647,"(37.7923158747647, -122.410845624227)",4132297406304
100174597,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,02/21/2010,17:20:00,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",10017459706361
130034347,OTHER OFFENSES,CONSPIRACY,Sunday,01/13/2013,01:03:00,TENDERLOIN,"ARREST, BOOKED",100 Block of ELLIS ST,-122.408270724034,37.7854941424186,"(37.7854941424186, -122.408270724034)",13003434726080
150034220,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,01/11/2015,23:00:00,INGLESIDE,NONE,1200 Block of ALEMANY BL,-122.432268894425,37.7301394309025,"(37.7301394309025, -122.432268894425)",15003422007021
101033821,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,11/06/2010,22:00:00,TENDERLOIN,"ARREST, BOOKED",OFARRELL ST / JONES ST,-122.412970537591,37.7857883766888,"(37.7857883766888, -122.412970537591)",10103382116623
130473234,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,06/08/2013,18:00:00,RICHMOND,UNFOUNDED,300 Block of 7TH AV,-122.465490381382,37.7819066124774,"(37.7819066124774, -122.465490381382)",13047323464070
96024454,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/06/2009,14:30:00,INGLESIDE,NONE,1500 Block of TREAT AV,-122.41250614556,37.7456802881475,"(37.7456802881475, -122.41250614556)",9602445406244
70430788,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,04/26/2007,13:15:00,NORTHERN,NONE,600 Block of EDDY ST,-122.418382008607,37.7832583770949,"(37.7832583770949, -122.418382008607)",7043078806154
171022519,LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",Monday,12/18/2017,18:45:00,CENTRAL,NONE,CHESTNUT ST / POWELL ST,-122.41158662771912,37.80396234588253,"(37.80396234588253, -122.41158662771912)",17102251926145
160131305,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,02/13/2016,16:00:00,SOUTHERN,NONE,HARRIET ST / FOLSOM ST,-122.40615148216322,37.77808112789121,"(37.77808112789121, -122.40615148216322)",16013130506243
100587291,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,06/26/2010,03:55:00,MISSION,NONE,3000 Block of 16TH ST,-122.421082850193,37.764910844226,"(37.764910844226, -122.421082850193)",10058729164070
50103165,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/26/2005,07:45:00,CENTRAL,NONE,300 Block of CLAY ST,-122.398573051955,37.7952923975164,"(37.7952923975164, -122.398573051955)",5010316506244
80437166,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,04/26/2008,17:16:00,BAYVIEW,"ARREST, CITED",CESAR CHAVEZ ST / KANSAS ST,-122.402063377785,37.7493979879214,"(37.7493979879214, -122.402063377785)",8043716665016
110218113,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,03/16/2011,10:30:00,PARK,NONE,700 Block of CLAYTON ST,-122.448266122025,37.7679091107584,"(37.7679091107584, -122.448266122025)",11021811368020
166298327,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/06/2016,20:00:00,BAYVIEW,NONE,23RD ST / 3RD ST,-122.38800414012475,37.75538982967022,"(37.75538982967022, -122.38800414012475)",16629832706244
100409413,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,05/03/2010,17:00:00,INGLESIDE,"ARREST, CITED",GENEVA AV / DELANO AV,-122.44512779465,37.7200882952758,"(37.7200882952758, -122.44512779465)",10040941365015
110470329,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,06/11/2011,09:22:00,INGLESIDE,PSYCHOPATHIC CASE,4700 Block of MISSION ST,-122.437393972517,37.7214120621391,"(37.7214120621391, -122.437393972517)",11047032964020
30027579,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,01/07/2003,14:30:00,INGLESIDE,NONE,4500 Block of MISSION ST,-122.434263310171,37.7254969149557,"(37.7254969149557, -122.434263310171)",3002757909320
140841007,MISSING PERSON,MISSING ADULT,Saturday,10/04/2014,14:00:00,NORTHERN,LOCATED,400 Block of DUBOCE AV,-122.429532928955,37.7693759323628,"(37.7693759323628, -122.429532928955)",14084100774e3
140427419,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, ATT. FORCIBLE",Wednesday,05/21/2014,18:00:00,BAYVIEW,NONE,500 Block of CAMBRIDGE ST,-122.417587250657,37.7246241454484,"(37.7246241454484, -122.417587250657)",14042741905152
140735814,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,09/01/2014,15:14:00,NORTHERN,"ARREST, CITED",2300 Block of NORTHPOINT ST,-122.445913521231,37.8025116133161,"(37.8025116133161, -122.445913521231)",14073581428160
100929502,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,10/06/2010,15:30:00,RICHMOND,"ARREST, CITED",37TH AV / FULTON ST,-122.497045801932,37.7719807435253,"(37.7719807435253, -122.497045801932)",10092950265016
170037975,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,01/14/2017,21:20:00,TARAVAL,NONE,500 Block of BRIGHT ST,-122.46364045165544,37.720804713752486,"(37.720804713752486, -122.46364045165544)",17003797564020
151022175,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,11/24/2015,09:24:00,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.419671780296,37.7650501214668,"(37.7650501214668, -122.419671780296)",15102217516710
50157736,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,02/09/2005,15:00:00,SOUTHERN,NONE,100 Block of 12TH ST,-122.417628311343,37.7719781799261,"(37.7719781799261, -122.417628311343)",5015773626150
130547851,ASSAULT,BATTERY,Wednesday,07/03/2013,20:15:00,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.410135236377,37.7841889075267,"(37.7841889075267, -122.410135236377)",13054785104134
91053072,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,10/12/2009,09:00:00,RICHMOND,PSYCHOPATHIC CASE,700 Block of 18TH AV,-122.476691497828,37.7738311003572,"(37.7738311003572, -122.476691497828)",9105307264020
110420039,OTHER OFFENSES,CONSPIRACY,Tuesday,05/24/2011,17:50:00,PARK,"ARREST, BOOKED",ASHBURY ST / HAIGHT ST,-122.446933310975,37.7700061988358,"(37.7700061988358, -122.446933310975)",11042003926080
120498628,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,06/25/2012,07:51:00,PARK,NONE,1000 Block of PAGE ST,-122.438094008376,37.7721492492797,"(37.7721492492797, -122.438094008376)",12049862864085
150322661,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,04/13/2015,16:00:00,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.444707063455,37.7249307267936,"(37.7249307267936, -122.444707063455)",15032266151041
120432529,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,05/31/2012,20:28:00,BAYVIEW,NONE,1700 Block of CORTLAND AV,-122.407315494321,37.7395314043226,"(37.7395314043226, -122.407315494321)",12043252903014
30925531,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Tuesday,08/05/2003,22:10:00,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.41076876635,37.7832145189783,"(37.7832145189783, -122.41076876635)",3092553127300
110805572,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Thursday,10/06/2011,10:12:00,TENDERLOIN,"ARREST, BOOKED",TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006,"(37.7827931071006, -122.414056291891)",11080557216662
110096840,OTHER OFFENSES,CONSPIRACY,Tuesday,02/01/2011,08:15:00,TENDERLOIN,NONE,JONES ST / GOLDEN GATE AV,-122.412224164736,37.7820729312029,"(37.7820729312029, -122.412224164736)",11009684026080
170483378,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,06/13/2017,10:45:00,RICHMOND,NONE,CALIFORNIA ST / BAKER ST,-122.44375454625592,37.78764724269532,"(37.78764724269532, -122.44375454625592)",17048337864070
50560151,ASSAULT,BATTERY,Thursday,05/19/2005,23:38:00,SOUTHERN,NONE,6TH ST / MARKET ST,-122.410293519697,37.7822305869807,"(37.7822305869807, -122.410293519697)",5056015104134
176143091,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,06/01/2017,21:00:00,NORTHERN,NONE,MCALLISTER ST / POLK ST,-122.41860097462452,37.78026075111918,"(37.78026075111918, -122.41860097462452)",17614309106244
50222919,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,02/07/2005,09:00:00,MISSION,NONE,2100 Block of BRYANT ST,-122.410010186622,37.7598145866152,"(37.7598145866152, -122.410010186622)",5022291971010
160243728,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,03/23/2016,11:00:00,BAYVIEW,NONE,900 Block of RHODEISLAND ST,-122.4019623340005,37.75774532717496,"(37.75774532717496, -122.4019623340005)",16024372807023
50898281,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,08/09/2005,11:00:00,INGLESIDE,NONE,2600 Block of ALEMANY BL,-122.448197105075,37.7143558674754,"(37.7143558674754, -122.448197105075)",5089828171010
60341985,WARRANTS,WARRANT ARREST,Thursday,03/30/2006,15:26:00,RICHMOND,"ARREST, BOOKED",700 Block of 7TH AV,-122.464806539257,37.7743903688205,"(37.7743903688205, -122.464806539257)",6034198563010
160230656,ASSAULT,CHILD ABUSE (PHYSICAL),Saturday,03/19/2016,15:16:00,BAYVIEW,NONE,23RD ST / KANSAS ST,-122.40256106024619,37.754512953786175,"(37.754512953786175, -122.40256106024619)",16023065615015
60747753,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Saturday,07/15/2006,05:20:00,PARK,NONE,100 Block of ALPINE TR,-122.437314717824,37.7681233353288,"(37.7681233353288, -122.437314717824)",6074775305081
100394096,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,04/29/2010,03:22:00,MISSION,"ARREST, CITED",MISSION ST / 18TH ST,-122.419360352761,37.7618358012376,"(37.7618358012376, -122.419360352761)",10039409665016
120786906,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Monday,10/01/2012,13:36:00,TENDERLOIN,NONE,100 Block of LEAVENWORTH ST,-122.414029821727,37.7823291237659,"(37.7823291237659, -122.414029821727)",12078690616662
130849293,OTHER OFFENSES,DANGER OF LEADING IMMORAL LIFE,Tuesday,10/08/2013,00:45:00,CENTRAL,LOCATED,300 Block of POWELL ST,-122.408384275542,37.7878271137225,"(37.7878271137225, -122.408384275542)",13084929329030
140556698,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,07/05/2014,09:18:00,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.40653911514799,37.7564864109309,"(37.7564864109309, -122.406539115148)",14055669816710
60498326,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,05/10/2006,09:30:00,NORTHERN,NONE,1200 Block of VANNESS AV,-122.421441956086,37.7868516471087,"(37.7868516471087, -122.421441956086)",6049832607021
160386748,NON-CRIMINAL,COURTESY REPORT,Thursday,04/14/2016,00:01:00,SOUTHERN,NONE,300 Block of BEALE ST,-122.3919855137072,37.7880203829063,"(37.7880203829063, -122.3919855137072)",16038674868030
96085296,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,09/11/2009,20:30:00,MISSION,NONE,23RD ST / FAIROAKS ST,-122.424137406938,37.7535033970532,"(37.7535033970532, -122.424137406938)",9608529628150
31125227,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Tuesday,09/23/2003,18:38:00,MISSION,NONE,OSAGE ST / 25TH ST,-122.418862681565,37.7506062364011,"(37.7506062364011, -122.418862681565)",3112522730190
106162748,NON-CRIMINAL,LOST PROPERTY,Thursday,12/23/2010,10:30:00,TARAVAL,NONE,2500 Block of OCEAN AV,-122.472657880592,37.7314897634742,"(37.7314897634742, -122.472657880592)",10616274871e3
160258288,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Tuesday,03/29/2016,09:00:00,PARK,NONE,100 Block of GARDENSIDE DR,-122.44480227999527,37.75417088979827,"(37.75417088979827, -122.44480227999527)",16025828851041
31214585,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,10/14/2003,18:30:00,CENTRAL,DISTRICT ATTORNEY REFUSES TO PROSECUTE,1300 Block of GRANT AV,-122.40723429412,37.7992576492589,"(37.7992576492589, -122.40723429412)",3121458506362
150086823,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,01/28/2015,19:25:00,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411987643595,37.7850226622786,"(37.7850226622786, -122.411987643595)",15008682304013
140629091,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Tuesday,07/29/2014,11:35:00,MISSION,"ARREST, BOOKED",CAPP ST / 17TH ST,-122.418486296575,37.7634954373144,"(37.7634954373144, -122.418486296575)",14062909106222
40507806,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,04/29/2004,10:00:00,TARAVAL,NONE,SANTIAGO ST / 39TH AV,-122.497247774847,37.743971944294,"(37.743971944294, -122.497247774847)",4050780607021
130256494,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,03/28/2013,12:00:00,BAYVIEW,NONE,3400 Block of 3RD ST,-122.387265359427,37.7455998686799,"(37.7455998686799, -122.387265359427)",13025649428160
130626029,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Monday,07/29/2013,23:30:00,INGLESIDE,"ARREST, BOOKED",MISSION ST / AVALON AV,-122.432449401952,37.7276368082413,"(37.7276368082413, -122.432449401952)",13062602903012
61017199,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Saturday,09/23/2006,05:04:00,INGLESIDE,NONE,MISSION ST / PERSIA AV,-122.43597721703,37.7231288306727,"(37.7231288306727, -122.43597721703)",6101719903012
136088352,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,05/20/2013,22:30:00,NORTHERN,NONE,HAIGHT ST / STEINER ST,-122.432095555154,37.7718957419666,"(37.7718957419666, -122.432095555154)",13608835228150
140877541,ASSAULT,BATTERY,Friday,10/17/2014,00:30:00,NORTHERN,"ARREST, BOOKED",2600 Block of VANNESS AV,-122.424095753015,37.7999814623537,"(37.7999814623537, -122.424095753015)",14087754104134
160056446,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,01/20/2016,16:01:00,PARK,"ARREST, BOOKED",FELL ST / MASONIC AV,-122.44590427116928,37.772995372717354,"(37.772995372717354, -122.44590427116928)",16005644665015
50468840,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Thursday,04/28/2005,05:25:00,CENTRAL,"ARREST, CITED",1100 Block of STOCKTON ST,-122.408275403052,37.7962809345035,"(37.7962809345035, -122.408275403052)",5046884028165
150293432,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,04/03/2015,19:08:00,TENDERLOIN,NONE,500 Block of JONES ST,-122.412999075009,37.786277459166,"(37.786277459166, -122.412999075009)",15029343264020
31012947,VEHICLE THEFT,STOLEN TRUCK,Tuesday,08/26/2003,20:00:00,MISSION,NONE,400 Block of HOFFMAN AV,-122.440466818752,37.7500903426918,"(37.7500903426918, -122.440466818752)",3101294707025
80278120,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Saturday,03/15/2008,19:25:00,NORTHERN,"ARREST, CITED",700 Block of POLK ST,-122.419159190984,37.7833430636234,"(37.7833430636234, -122.419159190984)",8027812013060
30313895,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,03/16/2003,12:10:00,SOUTHERN,NONE,600 Block of DELANCEY ST,-122.389322527918,37.783271293663,"(37.783271293663, -122.389322527918)",3031389506244
70767440,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,07/23/2007,21:00:00,RICHMOND,NONE,SCOTT ST / CALIFORNIA ST,-122.438776395248,37.7882785898696,"(37.7882785898696, -122.438776395248)",7076744007021
130127685,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,02/13/2013,09:24:00,SOUTHERN,COMPLAINANT REFUSES TO PROSECUTE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",13012768515200
150594519,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,06/28/2015,16:08:00,MISSION,"ARREST, BOOKED",0 Block of HOFF ST,-122.420575720933,37.7641819463712,"(37.7641819463712, -122.420575720933)",15059451907021
71268859,ASSAULT,STALKING,Tuesday,12/11/2007,19:57:00,BAYVIEW,NONE,5200 Block of 3RD ST,-122.39211884742,37.7303281973173,"(37.7303281973173, -122.39211884742)",7126885915201
90224680,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,02/27/2009,15:00:00,INGLESIDE,NONE,0 Block of NAVAJO AV,-122.443971583062,37.720018536675,"(37.720018536675, -122.443971583062)",9022468005043
110358327,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,12/31/2010,12:00:00,TARAVAL,NONE,1200 Block of LA PLAYA ST,-122.509265276857,37.7630727687234,"(37.7630727687234, -122.509265276857)",11035832709029
170661295,"SEX OFFENSES, FORCIBLE",SODOMY (ADULT VICTIM),Monday,08/14/2017,02:00:00,MISSION,NONE,MISSION ST / 22ND ST,-122.41874873352268,37.755437187509735,"(37.755437187509735, -122.41874873352268)",17066129514072
71112096,OTHER OFFENSES,PAROLE VIOLATION,Tuesday,10/30/2007,08:40:00,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.413047972078,37.7819119628298,"(37.7819119628298, -122.413047972078)",7111209626150
90105739,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,01/28/2009,18:30:00,MISSION,NONE,3000 Block of 19TH ST,-122.412297249417,37.7604010749695,"(37.7604010749695, -122.412297249417)",9010573971010
170085300,NON-CRIMINAL,SEARCH WARRANT SERVICE,Thursday,02/16/2017,18:00:00,TARAVAL,"ARREST, BOOKED",1700 Block of EUCALYPTUS DR,-122.49008544277346,37.731040664849125,"(37.731040664849125, -122.49008544277346)",17008530075025
80179415,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Tuesday,02/19/2008,11:00:00,NORTHERN,NONE,1500 Block of EDDY ST,-122.433155869003,37.78126734681,"(37.78126734681, -122.433155869003)",8017941505013
160114301,ASSAULT,CHILD ABUSE (PHYSICAL),Monday,02/08/2016,08:15:00,TARAVAL,NONE,CAPITOL AV / GRAFTON AV,-122.45919726876092,37.72002269701936,"(37.72002269701936, -122.45919726876092)",16011430115015
41154250,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,10/09/2004,00:03:00,TENDERLOIN,"ARREST, CITED",300 Block of LEAVENWORTH ST,-122.414269361877,37.7842081124308,"(37.7842081124308, -122.414269361877)",4115425016010
116039579,NON-CRIMINAL,LOST PROPERTY,Saturday,03/26/2011,20:35:00,MISSION,NONE,4500 Block of 25TH ST,-122.439929416313,37.7492776766874,"(37.7492776766874, -122.439929416313)",11603957971e3
40079946,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,01/21/2004,07:47:00,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.419671780303,37.7650501214714,"(37.7650501214714, -122.419671780303)",4007994616710
110220469,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,03/16/2011,22:15:00,MISSION,"ARREST, CITED",20TH ST / CAPP ST,-122.41796448376,37.7586968166489,"(37.7586968166489, -122.41796448376)",11022046913060
110502320,MISSING PERSON,MISSING JUVENILE,Tuesday,06/21/2011,19:00:00,BAYVIEW,LOCATED,100 Block of ALBATROSS CT,-122.372202831457,37.7283811943587,"(37.7283811943587, -122.372202831457)",11050232074010
101112152,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,12/02/2010,01:36:00,MISSION,"ARREST, BOOKED",1000 Block of SOUTH VAN NESS AV,-122.416710633703,37.7563479680934,"(37.7563479680934, -122.416710633703)",10111215262050
40428616,WARRANTS,WARRANT ARREST,Wednesday,04/14/2004,18:50:00,SOUTHERN,"ARREST, BOOKED",200 Block of 8TH ST,-122.411271940537,37.7760329501244,"(37.7760329501244, -122.411271940537)",4042861663010
176090088,NON-CRIMINAL,LOST PROPERTY,Sunday,03/26/2017,20:00:00,PARK,NONE,700 Block of STANYAN ST,-122.4531901983405,37.76778505863337,"(37.76778505863337, -122.4531901983405)",17609008871e3
170475591,ASSAULT,BATTERY,Saturday,06/10/2017,23:00:00,TENDERLOIN,"ARREST, BOOKED",0 Block of MASON ST,-122.40912963366864,37.78380666314242,"(37.78380666314242, -122.40912963366864)",17047559104134
130090139,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Thursday,01/31/2013,22:00:00,MISSION,NONE,2300 Block of MISSION ST,-122.419058868103,37.7594227506297,"(37.7594227506297, -122.419058868103)",13009013906126
140043930,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,01/15/2014,22:36:00,BAYVIEW,"ARREST, BOOKED",FITCH ST / INNES AV,-122.373894389535,37.7309368356017,"(37.7309368356017, -122.373894389535)",14004393016621
30983783,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Wednesday,08/20/2003,10:05:00,CENTRAL,"ARREST, BOOKED",100 Block of PINE ST,-122.39917586354,37.7922774162948,"(37.7922774162948, -122.39917586354)",3098378309015
50669521,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,06/14/2005,22:00:00,MISSION,NONE,CAPP ST / 17TH ST,-122.418486296582,37.7634954373189,"(37.7634954373189, -122.418486296582)",5066952107020
40392566,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Monday,04/05/2004,21:00:00,PARK,NONE,BAKER ST / OAK ST,-122.440737118625,37.7727124660223,"(37.7727124660223, -122.440737118625)",4039256607041
150481085,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,06/02/2015,11:35:00,CENTRAL,"ARREST, BOOKED",1300 Block of CALIFORNIA ST,-122.416773563916,37.7911165972854,"(37.7911165972854, -122.416773563916)",15048108562050
81244059,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,11/20/2008,18:41:00,MISSION,"ARREST, BOOKED",0 Block of ALBION ST,-122.423265893603,37.765649515945,"(37.765649515945, -122.423265893603)",8124405904013
110750187,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,09/17/2011,18:21:00,SOUTHERN,NONE,400 Block of 3RD ST,-122.397162566849,37.7822976357606,"(37.7822976357606, -122.397162566849)",11075018764085
120046750,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,01/17/2012,16:56:00,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",12004675065015
